Campaign,Ad group,Keyword,Match type,Final URL,Max CPC USD
SEARCH | Carmel IN | Appliance Repair,Appliance Repair,[appliance repair carmel],Exact,https://alex-repair.com/carmel.html,8.5
SEARCH | Carmel IN | Appliance Repair,Freezer Repair,[freezer repair],Exact,https://alex-repair.com/carmel/freezer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[appliance repair fishers],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""appliance repair fishers""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[appliance repair fishers in],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""appliance repair fishers in""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[appliance repair fishers indiana],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""appliance repair fishers indiana""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[appliance repair near me],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[appliance repair],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[same day appliance repair fishers],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""same day appliance repair fishers""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[same day appliance repair fishers in],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""same day appliance repair fishers in""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[same day appliance repair fishers indiana],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""same day appliance repair fishers indiana""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[same day appliance repair near me],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[same day appliance repair],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[home appliance repair fishers],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""home appliance repair fishers""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[home appliance repair fishers in],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""home appliance repair fishers in""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[home appliance repair fishers indiana],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""home appliance repair fishers indiana""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[home appliance repair near me],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[home appliance repair],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,[fishers appliance repair],Exact,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Appliance Repair,"""fishers appliance repair""",Phrase,https://alex-repair.com/fishers.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[refrigerator repair fishers],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""refrigerator repair fishers""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[refrigerator repair fishers in],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""refrigerator repair fishers in""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[refrigerator repair fishers indiana],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""refrigerator repair fishers indiana""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[refrigerator repair near me],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[refrigerator repair],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[fridge repair fishers],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""fridge repair fishers""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[fridge repair fishers in],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""fridge repair fishers in""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[fridge repair fishers indiana],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,"""fridge repair fishers indiana""",Phrase,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[fridge repair near me],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Refrigerator Repair,[fridge repair],Exact,https://alex-repair.com/fishers/refrigerator-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washer repair fishers],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washer repair fishers""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washer repair fishers in],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washer repair fishers in""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washer repair fishers indiana],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washer repair fishers indiana""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washer repair near me],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washer repair],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washing machine repair fishers],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washing machine repair fishers""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washing machine repair fishers in],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washing machine repair fishers in""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washing machine repair fishers indiana],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,"""washing machine repair fishers indiana""",Phrase,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washing machine repair near me],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Washer Repair,[washing machine repair],Exact,https://alex-repair.com/fishers/washer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,[dryer repair fishers],Exact,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,"""dryer repair fishers""",Phrase,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,[dryer repair fishers in],Exact,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,"""dryer repair fishers in""",Phrase,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,[dryer repair fishers indiana],Exact,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,"""dryer repair fishers indiana""",Phrase,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,[dryer repair near me],Exact,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dryer Repair,[dryer repair],Exact,https://alex-repair.com/fishers/dryer-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,[dishwasher repair fishers],Exact,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,"""dishwasher repair fishers""",Phrase,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,[dishwasher repair fishers in],Exact,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,"""dishwasher repair fishers in""",Phrase,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,[dishwasher repair fishers indiana],Exact,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,"""dishwasher repair fishers indiana""",Phrase,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,[dishwasher repair near me],Exact,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Dishwasher Repair,[dishwasher repair],Exact,https://alex-repair.com/fishers/dishwasher-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Stove Oven Repair,[stove repair fishers],Exact,https://alex-repair.com/fishers/stove-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Stove Oven Repair,"""stove repair fishers""",Phrase,https://alex-repair.com/fishers/stove-repair-services.html,8.5
SEARCH | Fishers IN | Appliance Repair,Stove Oven Repair,[stove repair fishers in],Exact,https://alex-repair.com/fishers/stove-repair-services.html,8.5
