"source_url","target_url","reason"
"https://alex-repair.com/fishers/electrolux-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/electrolux-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/electrolux-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/electrolux-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/electrolux-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/fisher-paykel-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/gaggenau-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/haier-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/hisense-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/jenn-air-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/kenmore-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/liebherr-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/maytag-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/midea-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/miele-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/sharp-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/smeg-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/speed-queen-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/sub-zero-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/thermador-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/viking-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/whirlpool-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/brands/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired thin brand page; model support remains on the brand directory"
"https://alex-repair.com/carmel/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/fishers/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/westfield/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/noblesville/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/mccordsville/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/zionsville/wolf-appliance-repair.html","https://alex-repair.com/brands.html","Retired duplicate city-brand route"
"https://alex-repair.com/carmel/cooktop-repair-services.html","https://alex-repair.com/carmel.html","Consolidated low-demand city-service page"
"https://alex-repair.com/carmel/microwave-repair-services.html","https://alex-repair.com/carmel.html","Consolidated low-demand city-service page"
"https://alex-repair.com/fishers/microwave-repair-services.html","https://alex-repair.com/fishers.html","Consolidated low-demand city-service page"
"https://alex-repair.com/mccordsville/cooktop-repair-services.html","https://alex-repair.com/mccordsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/mccordsville/dishwasher-repair-services.html","https://alex-repair.com/mccordsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/mccordsville/freezer-repair-services.html","https://alex-repair.com/mccordsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/mccordsville/microwave-repair-services.html","https://alex-repair.com/mccordsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/westfield/cooktop-repair-services.html","https://alex-repair.com/westfield.html","Consolidated low-demand city-service page"
"https://alex-repair.com/westfield/freezer-repair-services.html","https://alex-repair.com/westfield.html","Consolidated low-demand city-service page"
"https://alex-repair.com/westfield/microwave-repair-services.html","https://alex-repair.com/westfield.html","Consolidated low-demand city-service page"
"https://alex-repair.com/westfield/refrigerator-repair-services.html","https://alex-repair.com/westfield.html","Consolidated low-demand city-service page"
"https://alex-repair.com/westfield/washer-repair-services.html","https://alex-repair.com/westfield.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/cooktop-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/dishwasher-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/freezer-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/microwave-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/refrigerator-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
"https://alex-repair.com/zionsville/stove-repair-services.html","https://alex-repair.com/zionsville.html","Consolidated low-demand city-service page"
